,accuracy,precision,recall,f1
161,0.44682407445035965,0.3032272082529598,0.44682407445035965,0.3607609883782808
162,0.4471491851912058,0.3035014634524747,0.4471491851912058,0.36105438924940486
163,0.4473015808509774,0.30253308924134853,0.4473015808509774,0.36054759648417045
164,0.44825659365221276,0.3036728691698922,0.44825659365221276,0.3616029078256281
165,0.44742349737879467,0.3036701583289941,0.44742349737879467,0.361258593936576
166,0.44738285853618887,0.30312604066780313,0.44738285853618887,0.36093523914574704
167,0.44626529036453044,0.30235648136040527,0.44626529036453044,0.3600385847250761
168,0.44460925752834557,0.30024884199325924,0.44460925752834557,0.35812317869252897
169,0.4449343682691917,0.3001228610142984,0.4449343682691917,0.3581675823316981
170,0.4450664445076604,0.3009833329578194,0.4450664445076604,0.35873842685639296
171,0.44449750071117977,0.2994403580856098,0.44449750071117977,0.35758033098715025
172,0.44467021579225424,0.2989585552504403,0.44467021579225424,0.35733804675536157
173,0.44447718128987684,0.2989168863930973,0.44447718128987684,0.3572413188997502
174,0.44477181289876866,0.2996995577317946,0.44477181289876866,0.3578386241607389
175,0.44374568212297316,0.2992574124594241,0.44374568212297316,0.35717144976753656
176,0.44232332263177143,0.2978219581948484,0.44232332263177143,0.3557456959397437
177,0.4412565530133702,0.29712497914325225,0.4412565530133702,0.354905533707899
178,0.4405453732677693,0.2955062222017188,0.4405453732677693,0.3536086767181536
179,0.44055553297842076,0.2955660407246938,0.44055553297842076,0.3536454702387317
180,0.4406368106636323,0.2959753933481486,0.4406368106636323,0.3539375630147127
181,0.44042345673995204,0.2947342236356822,0.44042345673995204,0.353058022391096
182,0.44071808834884385,0.29490916331198974,0.44071808834884385,0.3532774375207485
183,0.44062665095298087,0.29481042442482763,0.44062665095298087,0.3531809433633481
184,0.44034217905474055,0.29523844909153824,0.44034217905474055,0.35335834156369234
185,0.4402101028162718,0.2950608889711028,0.4402101028162718,0.3531974484482006
186,0.43934652741089936,0.2945371457322045,0.43934652741089936,0.35254376906282164
187,0.4396106798878368,0.2938612585534868,0.4396106798878368,0.3521905876059973
188,0.4402812207908319,0.2945322424513014,0.4402812207908319,0.3528736764931721
189,0.4403218596334376,0.29506723290556397,0.4403218596334376,0.35323959913920644
190,0.4399357906286829,0.2941587967206812,0.4399357906286829,0.35250546158181806
191,0.44064697037428374,0.2948598015517777,0.44064697037428374,0.3532244622288044
192,0.44011866542040884,0.2946037887240103,0.44011866542040884,0.352866667143871
193,0.44059617182102656,0.29560044110060985,0.44059617182102656,0.3536921191277185
194,0.4411041573535986,0.29575886881109553,0.4411041573535986,0.3539830310828867
195,0.44082984516600965,0.29579817044325546,0.44082984516600965,0.35390862639889004
196,0.44017962368431746,0.2950166788318524,0.44017962368431746,0.3531630189904212
197,0.439570041045231,0.29367158683126404,0.439570041045231,0.35205104449489966
198,0.4402304222375747,0.2949840769947888,0.4402304222375747,0.35315657034777026
199,0.4397630755476084,0.2939836804424515,0.4397630755476084,0.3523277473667601
